UNIQUEID,GRANTEEID,MODE,LtCallDt,LtCallST,CallDurS,CallDurM,TotalTime,LtCallR,LtCaseR,Date,HOUSEHOLD,HEALTHCARE,HEALTHCARE2,Q1,Q1 Num,Q2,Q2A,Q3_1,Q3_1B,Q3_2,Q3_2B,Q3_3A,Q3_3A2,Q3_3B,Q3_3B2,Q3_3C,Q3_3C2,Q3_3D,Q3_3D2,Q3_3E,Q3_3E2,Q3_3F,Q3_3F2,Q3_3G,Q3_3G2,Q3_3H,Q3_3H2,Q4_A,Q4_A2,Q4_B,Q4_B2,Q4_C,Q4_C2,Q4_D,Q4_D2,Q4_E,Q4_E2,Q4,Q5,Q6,Q7,Q8,EXPERIENCE,Q9,Q10,Q11A,Q11,Q13,Q14,Q15,Q16,INT99,Q12,INT
,12-MD-042,IVR,20211117,12:49,440,7,,'CO': Completed,'CO': Completed,12/31/2021,1,Yes,No,Excellent,5,Yes,Yes,No,Valid skip,Yes,I did not receive assistance,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,1,Yes,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Decline to provide comments,,,No,,Multiracial or Biracial,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,'CO': Completed,1,'I0': Interrupted
,19-CA-173,Online,20211102,13:22,490,8,490,,,12/31/2021,1,Yes,Yes,Below Average,2,No,Valid skip,Yes,Extremely Poor,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Extremely Poor,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,No,Valid skip,0,Yes,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Negative comments only,,,Yes,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Woman,,,'CO': Completed
,18-HI-190,Online,20211221,13:06,549,9,549,,,12/31/2021,1,Yes,Yes,Extremely Poor,1,Yes,No,Yes,Extremely Poor,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Extremely Poor,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Extremely Poor,Yes,Extremely Poor,Yes,Extremely Poor,Yes,Extremely Poor,Yes,Extremely Poor,1,No,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Negative comments only,,,Yes,,Asian or Asian American,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,18-FL-362,Online,20211113,11:53,342,6,512,,,12/31/2021,1,Yes,Yes,Above Average,4,Yes,Yes,Yes,Above Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Average,No,Valid skip,No,Valid skip,Yes,Below Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,1,No,Very Satisfied,Very Satisfied,Very Satisfied,Decline to provide comments,,,No,,Choose not to respond,Choose not to respond,I choose not to respond,I choose not to respond,,,'CO': Completed
,12-CA-013,Online,20211202,17:26,558,9,558,,,12/31/2021,2,No,Valid skip,Extremely Poor,1,No,Valid skip,Yes,I did not receive case management,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,No,Valid skip,Yes,I did not receive assistance,Yes,I did not receive assistance,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,Yes,Below Average,3+,Yes,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Negative comments only,,,No,,White,Hispanic/Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,13-NV-117,Online,20211122,11:14,847,14,848,,,12/31/2021,1,No,Valid skip,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,0,No,Very Satisfied,Very Satisfied,Very Satisfied,Decline to provide comments,,,Yes,,Native Hawaiian or Pacific Islander,Hispanic/Latin(a)(o)(x),Heterosexual or straight,Woman,,,'CO': Completed
,18-FL-023,Online,20211120,08:11,323,5,323,,,12/31/2021,1,No,Valid skip,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,0,No,Very Satisfied,Very Satisfied,Very Satisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,22-MI-218,Online,20211116,17:03,1049,17,1049,,,12/31/2021,1,No,Valid skip,Above Average,4,No,Valid skip,Yes,Average,Yes,Average,No,Valid skip,Yes,Average,No,Valid skip,No,Valid skip,Yes,Below Average,No,Valid skip,No,Valid skip,Yes,Average,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,Yes,Average,Yes,I did not receive assistance,2,No,Satisfied,Satisfied,Very Satisfied,Decline to provide comments,,,Yes,,Choose not to respond,Choose not to respond,I choose not to respond,I choose not to respond,,,'CO': Completed
,20-AZ-159,Online,20211212,09:25,974,16,974,,,12/31/2021,1,No,Valid skip,Above Average,4,Yes,Yes,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above Average,Yes,I did not receive assistance,Yes,Above Average,Yes,Average,Yes,Below Average,1,No,Satisfied,Very Satisfied,Very Satisfied,Decline to provide comments,,,Yes,,"Black, African-American, or African",Choose not to respond,I choose not to respond,Woman,,,'CO': Completed
,12-MD-042,Online,20211220,20:39,1823,30,1823,,,12/31/2021,4+,Yes,Yes,Extremely Poor,1,No,Valid skip,Yes,Extremely Poor,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,Yes,Extremely Poor,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,0,Yes,Very Satisfied,Very Dissatisfied,Very Dissatisfied,Negative comments only,,,Yes,,Choose not to respond,Choose not to respond,Heterosexual or straight,Woman,,,'CO': Completed
,22-MI-218,Online,20211117,12:55,221,4,221,,,12/31/2021,2,Yes,Yes,Excellent,5,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,1,Yes,Satisfied,Satisfied,Satisfied,Positive comments only,,,Yes,,Multiracial or Biracial,Hispanic/Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,12-GA-029,Online,20211201,17:18,169,3,783,,,12/31/2021,1,Yes,Yes,Above Average,4,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,0,No,Very Satisfied,Very Satisfied,Very Satisfied,Positive comments only,,,No,,"Black, African-American, or African",Choose not to respond,Gay,Man,,,'CO': Completed
,20-ZZ-301,Online,20211019,16:29,514,9,1171,,,12/31/2021,1,No,Valid skip,Above Average,4,No,Valid skip,Yes,Below Average,Yes,Extremely Poor,Yes,Extremely Poor,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,Yes,Average,Yes,Below Average,Yes,Below Average,No,Valid skip,No,Valid skip,No,Valid skip,1,No,Satisfied,Satisfied,Satisfied,Both positive and negative comments,,,Yes,,White,Hispanic/Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,20-SD-136,Online,20211213,17:42,354,6,354,,,12/31/2021,1,No,Valid skip,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,1,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,19-NC-114,Online,20211216,17:25,1328,22,1328,,,12/31/2021,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above Average,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,0,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,16-NJ-054,Online,20211027,18:39,681,11,681,,,12/31/2021,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,1,No,Very Satisfied,Very Satisfied,Very Satisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,20-WA-146,Online,20211103,17:19,217,4,217,,,12/31/2021,4+,Yes,Yes,Excellent,5,Yes,Yes,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,1,No,Very Satisfied,Very Satisfied,Very Satisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Woman,,,'CO': Completed
,14-NY-254,IVR,20211110,12:18,457,8,,'CO': Completed,'CO': Completed,12/31/2021,1,Yes,Yes,Above Average,4,Yes,Yes,Yes,Above Average,No,Valid skip,No,Valid skip,Yes,Average,Yes,Above Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,1,No,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Decline to provide comments,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,'CO': Completed,1,'I0': Interrupted
,14-NY-254,IVR,20211201,06:21,667,11,667,,,12/31/2021,1,Yes,Yes,Above Average,4,Yes,Yes,Yes,Above Average,No,Valid skip,Yes,Above Average,No,Valid skip,Yes,Average,Yes,Above Average,Yes,Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above Average,Yes,Above Average,No,Valid skip,No,Valid skip,0,Yes,Very Satisfied,Satisfied,Satisfied,Both positive and negative comments,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,19-ZZ-070,Online,20211212,05:58,377,6,377,,,12/31/2021,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,0,No,Very Satisfied,Very Satisfied,Very Satisfied,Decline to provide comments,,,No,,Choose not to respond,Choose not to respond,I choose not to respond,I choose not to respond,,,'CO': Completed
,20-ZZ-301,Online,20211203,13:28,632,11,632,,,12/31/2021,1,No,Valid skip,Above Average,4,Yes,Yes,Yes,Above Average,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above Average,No,Valid skip,Yes,Above Average,No,Valid skip,No,Valid skip,2,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,14-PA-273,Online,20211217,11:02,297,5,297,,,12/31/2021,1,Yes,Yes,Above Average,4,Yes,Yes,Yes,Average,Yes,Average,No,Valid skip,No,Valid skip,Yes,Average,Yes,Average,Yes,Average,No,Valid skip,No,Valid skip,Yes,Average,Yes,Average,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above Average,0,Yes,Satisfied,Satisfied,Neither satisfied nor Dissatisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Woman,,,'CO': Completed
,18-CA-176,Online,20211103,12:23,922,15,924,,,12/31/2021,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,1,No,Very Satisfied,Very Satisfied,Very Satisfied,Positive comments only,,,No,,White,Choose not to respond,Heterosexual or straight,Man,,,'CO': Completed
,14-OK-270,Online,20211222,23:33,1234,21,1243,,,12/31/2021,1,Yes,Yes,Above Average,4,Yes,Yes,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,No,Valid skip,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,1,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Decline to provide comments,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,16-ZZ-058,Online,20211223,12:24,1869,31,1869,,,12/31/2021,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,0,No,Very Satisfied,Very Satisfied,Very Satisfied,Positive comments only,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Gay,Man,,,'CO': Completed
,20-NY-062,Online,20211023,18:17,290,5,290,,,12/31/2021,1,Yes,Yes,Above Average,4,Yes,Yes,Yes,Above Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above Average,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,1,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Positive comments only,,,Yes,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Woman,,,'CO': Completed
,21-NC-237,IVR,20211129,13:19,0,0,0,,,12/31/2021,2,No,Valid skip,Average,3,No,Valid skip,Yes,Extremely Poor,No,Valid skip,No,Valid skip,Yes,Extremely Poor,Yes,Average,Yes,I did not receive assistance,Yes,Average,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Extremely Poor,No,Valid skip,Yes,Average,No,Valid skip,No,Valid skip,0,Yes,Very Satisfied,Neither satisfied nor Dissatisfied,Satisfied,Both positive and negative comments,,,Yes,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,
,14-NM-246,Online,20211114,11:40,365,6,365,,,12/31/2021,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,0,No,Very Satisfied,Very Satisfied,Very Satisfied,Positive comments only,,,No,,White,Hispanic/Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,20-MA-211,Online,20211220,15:05,241,4,241,,,12/31/2021,1,No,Valid skip,Above Average,4,Yes,Yes,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,0,No,Satisfied,Very Satisfied,Very Satisfied,Positive comments only,,,No,,Choose not to respond,Choose not to respond,Heterosexual or straight,Man,,,'CO': Completed
,14-IL-198,Online,20211221,00:01,470,8,470,,,12/31/2021,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above Average,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,1,No,Very Satisfied,Very Satisfied,Very Satisfied,Decline to provide comments,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,18-CA-354,Online,20211028,17:49,472,8,472,,,12/31/2021,1,Yes,Yes,Excellent,5,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Average,Yes,Excellent,No,Valid skip,No,Valid skip,0,No,Very Satisfied,Very Satisfied,Very Satisfied,Positive comments only,,,No,,Choose not to respond,Choose not to respond,Heterosexual or straight,Man,,,'CO': Completed
,14-VA-294,Online,20211021,17:03,457,8,457,,,12/31/2021,1,Yes,Yes,Above Average,4,Yes,Yes,Yes,Above Average,No,Valid skip,No,Valid skip,Yes,Above Average,No,Valid skip,No,Valid skip,Yes,Above Average,No,Valid skip,No,Valid skip,Yes,Above Average,Yes,Above Average,Yes,Above Average,Yes,Above Average,Yes,Above Average,Yes,Above Average,0,Yes,Very Satisfied,Very Satisfied,Satisfied,Positive comments only,,,No,,"Black, African-American, or African",Choose not to respond,Heterosexual or straight,Man,,,'CO': Completed
,14-MD-216,Online,20211020,17:08,1738,29,1738,,,12/31/2021,1,Yes,Yes,Extremely Poor,1,Yes,No,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Extremely Poor,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,1,No,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Both positive and negative comments,,,Yes,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Gay,Man,,,'CO': Completed
,14-VA-297,Online,20211026,19:23,686,11,686,,,12/31/2021,1,No,Valid skip,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,2,No,Very Satisfied,Very Satisfied,Very Satisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,13-ZZ-134,Online,20211201,17:01,422,7,422,,,12/31/2021,2,Yes,Yes,Average,3,Yes,No,No,Valid skip,Yes,Above Average,Yes,Above Average,Yes,Average,No,Valid skip,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,Yes,Average,Yes,Average,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,2,Yes,Dissatisfied,Neither satisfied nor Dissatisfied,Dissatisfied,Decline to provide comments,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,14-MI-223,Online,20211031,07:08,387,6,387,,,12/31/2021,2,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,2,Yes,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Woman,,,'CO': Completed
,20-SD-136,IVR,20211227,13:18,297,5,,I0,I0,12/31/2021,1,Yes,Yes,Excellent,5,Yes,No,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,0,Yes,Very Dissatisfied,Very Dissatisfied,Satisfied,Positive comments only,,,Refused,,Refused,Refused,Refused,Refused,,,'I0': Interrupted
,19-FL-025,Online,20211208,17:32,681,11,681,,,12/31/2021,1,No,Valid skip,Above Average,4,Yes,Yes,Yes,Above Average,Yes,Average,Yes,Average,Yes,Above Average,Yes,Average,Yes,Below Average,Yes,Below Average,Yes,Below Average,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,1,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Positive comments only,,,Yes,,White,Hispanic/Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,14-NY-256,Online,20211126,01:25,516,9,516,,,12/31/2021,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,2,No,Very Satisfied,Very Satisfied,Very Satisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Woman,,,'CO': Completed
,14-AZ-157,Online,20211214,18:06,418,7,418,,,12/31/2021,4+,Yes,Yes,Above Average,4,No,Valid skip,Yes,Average,No,Valid skip,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,Yes,Average,Yes,Average,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,0,No,Satisfied,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Both positive and negative comments,,,No,,Multiracial or Biracial,Hispanic/Latin(a)(o)(x),Bisexual,Woman,,,'CO': Completed
,20-NY-446,Online,20211109,21:24,943,16,943,,,12/31/2021,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,I did not receive assistance,Yes,Excellent,Yes,I did not receive assistance,No,Valid skip,1,No,Very Satisfied,Very Satisfied,Very Satisfied,Positive comments only,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
